hotelName;offerId;hotelId;locality;postalCode;street;destinationName;accType;accType_Stat;NACE;lat;lon;price;starRating;guestReviewsRating;guestReviewsTotal;Period.2019.02;Period.2019.03;Period.2019.04;Period.2019.05;Period.2019.06;Period.2019.07;Period.2019.08;Period.2019.09;Period.2019.10;Period.2019.11;Period.2019.12;Period.2020.01;Period.2020.02;Period.2020.03;Period.2020.04;Period.2020.05;Period.2020.06;Period.2020.07;Period.2020.08;Period.NA.20
Leonardo Royal Hotel Warsaw;427664;5820535;Warszawa;00-844;Grzybowska 45;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,234563;20,990144;302;4;8;135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0
Warsaw Apartments Magnolie;530106;3510803;Warszawa;02-495;ul. Ryøowa 36a;WojewÛdztwo mazowieckie, Polska;Apart-hotel;Hotels;55.1;52,193544;20,909166;179;3;8,2;39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Triton Park Apartments;413461;5257395;Warszawa;02-390;ul. GrÛjecka 194;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,201068;20,96752;200,01;4;8,6;53;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Tumski;100942656;3123208;P≥ock;09-400;ul. Piekarska 9;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,543812;19,684969;200,915;4;9,2;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Mercure Warszawa Grand;254056;417196;Warszawa;00-522;Krucza 28;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,227541;21,018259;339,99;4;8,8;739;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0
Metropol Hotel;233867;794155;Warszawa;00-693;Marsza≥kowska 99a;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,229199;21,01192;310;3;8,4;687;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0
Arcus Premium Hostel;664350;17411779;Warszawa;01-934;Arkuszowa 12;WojewÛdztwo mazowieckie, Polska;Hostel;Boarding houses;55.2;52,28377;20,91002;179;2;8,2;15;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
601 Apartments;1545840544;48276267;Warszawa;03-751;RadzymiÒska 59A/601;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,261316;21,053923;189;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0
S6 by Platinum Residence;755593376;23581043;Warszawa;01-218;S≥awiÒska 6;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,22432;20,97083;180,01;3,5;8,6;96;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Kuünia Pa≥acowa;593213;12794428;Korczew;08-108;ul. ks. BrzÛski 12;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,353173;22,615518;140;3;8;2;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0
Varsovia Apartamenty Kasprzaka;781253664;24382927;Warszawa;01-234;Kasprzaka 31;WojewÛdztwo mazowieckie, Polska;Apart-hotel;Hotels;55.1;52,22762;20,9557;253,82;4;9,4;66;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
JessApart - Ochota Apartments;771096640;24065520;Warszawa;02-390;ul. GrÛjecka 194/5;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,20041;20,96652;176,39;3,5;9,2;7;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Zajazd Ustronie;546435;12296806;Chylice;05-510;ul. Piaskowa 12A;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,076757;21,066455;140;2,5;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Novotel Warszawa Centrum;248898;3566;Warszawa;00-510;ul. Marsza≥kowska 94/98;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,2294;21,01344;360,495;4;8,4;1614;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0
BTHouse Pokoje Goúcinne;870316768;27166149;Warszawa;00-001;Serocka 5;WojewÛdztwo mazowieckie, Polska;Guest House;Rooms for guest;55.2;52,24382;21,0992;173,14;3;9,4;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Holiday Park;369319;4136405;Warszawa;01-991;ul. HeroldÛw 1B;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,304176;20,933348;204,99;3,5;7,2;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
404 Rooms & Apartments;1029540448;32141889;Warszawa;01-001;al. Wilanowska 277;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,176151;21,038837;144;3,5;8;4;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Logos;455857;8054239;Warszawa;00-379;Wybrzeøe Koúciuszkowskie 31/33;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,237984;21,032626;214;3;8,2;85;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Holiday Inn Warsaw City Centre;630800352;19681261;Warszawa;00-831;ul. Twarda 52;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,229244;20,993884;305,64;4;9,2;211,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Radisson Collection Hotel, Warsaw;205693;894262;Warszawa;00-132;Grzybowska 24;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,23662;20,99905;449,28;5;9,2;156;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0
Vienna House Mokotow Warsaw;767625408;23957044;Warszawa;02-676;ul. PostÍpu 4;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,1733;20,99385;258,12;4;9,4;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
